,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
19,3957,UNUS SED LEO,LEO,unus-sed-leo,48,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",nan,925969189.90000,985239504.00000,False,nan,20,nan,nan,,2024-07-17T14:09:00.000Z,5.84181,830102.84754,36.47330,-0.41292,0.02770,0.66774,2.13682,-0.96952,-0.25634,5409338365.20325,0.22640,5755584425.52000,,2024-07-17T14:09:00.000Z,1027.00000,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-07-17 15:12:01.674959
0,1,Bitcoin,BTC,bitcoin,11605,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.00000,19726928.00000,19726928.00000,False,nan,1,nan,nan,,2024-07-17T14:12:00.000Z,64841.74436,37081488287.79646,-9.45020,-0.06564,2.31775,12.50501,-0.72107,-3.10276,2.52803,1279128422478.38159,53.78700,1361676631660.34009,,2024-07-17T14:12:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
1,1027,Ethereum,ETH,ethereum,9144,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",nan,120221218.02997,120221218.02997,True,nan,2,nan,nan,,2024-07-17T14:11:00.000Z,3455.25263,18940382472.23466,-5.78000,-0.19820,1.89292,11.04786,-1.41064,11.03136,12.87273,415394680001.60144,17.38740,415394680001.59998,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
2,825,Tether USDt,USDT,tether,91773,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",nan,113224555138.64410,117072162581.78760,True,nan,3,nan,nan,,2024-07-17T14:11:00.000Z,1.00036,69432966584.88397,-7.36100,0.01909,-0.00674,0.05591,0.11196,-0.00132,-0.00562,113265724976.56860,4.74100,117114731457.00000,,2024-07-17T14:11:00.000Z,1027.00000,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-17 15:13:04.527972
3,1839,BNB,BNB,bnb,2192,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",nan,147582062.24479,147582062.24479,False,nan,4,nan,nan,,2024-07-17T14:11:00.000Z,575.80927,1856852377.21649,-8.93980,-0.27857,1.64678,9.48681,-3.92135,-0.01100,5.25408,84979118974.97040,3.55700,84979118974.97000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
4,5426,Solana,SOL,solana,705,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",nan,464175099.16721,580286616.57409,True,nan,5,nan,nan,,2024-07-17T14:11:00.000Z,160.83768,2604268667.63677,-9.25120,-0.14992,3.74622,13.20090,12.44271,-7.37402,18.96229,74656844548.66637,3.12490,93331951250.66000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
5,52,XRP,XRP,xrp,1354,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.00000,55805339473.00000,99987452475.00000,False,nan,6,nan,nan,,2024-07-17T14:12:00.000Z,0.61500,3841070623.30540,52.76110,-2.46888,8.44732,41.05954,21.73052,18.20782,23.75093,34320029353.66552,1.44310,61499544089.81000,,2024-07-17T14:12:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
6,3408,USDC,USDC,usd-coin,21020,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",nan,33880577688.29899,33880577688.29899,False,nan,7,nan,nan,,2024-07-17T14:11:00.000Z,1.00013,7206333081.56820,-9.61120,0.01637,0.02076,0.00872,0.00634,0.01257,0.00002,33884919613.51403,1.41970,33884919613.51000,,2024-07-17T14:11:00.000Z,1027.00000,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-17 15:13:04.527972
7,11419,Toncoin,TON,toncoin,462,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",nan,2512034243.35440,5109107452.76739,True,nan,8,3414166606.00000,24743649163.10019,,2024-07-17T14:11:00.000Z,7.24735,250402809.25726,-13.76090,0.20986,-0.86426,-0.65260,-7.19949,12.78960,17.13220,18205583141.14534,0.76200,37027473154.27000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
8,74,Dogecoin,DOGE,dogecoin,1025,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",nan,145153296383.70520,145153296383.70520,True,nan,9,nan,nan,,2024-07-17T14:12:00.000Z,0.12491,815890903.63131,-22.90180,-0.34498,2.65974,14.64740,-6.02850,-17.97890,-16.04447,18131802532.77556,0.76240,18131802532.78000,,2024-07-17T14:12:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
9,2010,Cardano,ADA,cardano,1213,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.00000,35886700198.85200,37048613783.37100,False,nan,10,nan,nan,,2024-07-17T14:11:00.000Z,0.45365,424869372.02155,-13.90500,0.95033,4.28039,18.36294,12.56699,-5.01834,1.01206,16280002804.31042,0.68140,20414251578.85000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
10,1958,TRON,TRX,tron,1001,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",nan,87106728018.40671,87106810473.25589,True,nan,11,71659659264.00000,9642917064.74969,,2024-07-17T14:11:00.000Z,0.13457,308597385.88669,-31.24300,-0.01352,0.64826,3.05901,15.05033,8.97552,24.39713,11721559419.76660,0.49060,11721570515.34000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
11,5994,Shiba Inu,SHIB,shiba-inu,846,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",nan,589270743113993.75000,589519212467867.37500,False,nan,12,nan,nan,,2024-07-17T14:11:00.000Z,0.00002,465140989.40224,-36.34540,-0.62484,1.82730,16.34758,-2.84111,-21.81694,-14.35065,11307409541.55220,0.47330,11312177374.97000,,2024-07-17T14:11:00.000Z,1027.00000,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-17 15:13:04.527972
12,5805,Avalanche,AVAX,avalanche,752,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.00000,394688311.02843,444034681.02843,False,nan,13,nan,nan,,2024-07-17T14:11:00.000Z,28.23442,445634046.23529,5.50580,-0.09840,3.58370,7.23023,-0.71375,-24.03812,-18.36483,11143797117.06932,0.46650,20208752801.81000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
13,6636,Polkadot,DOT,polkadot-new,793,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",nan,1437953431.36815,1437953431.36815,True,nan,14,1469841794.96317,9536464256.90482,,2024-07-17T14:12:00.000Z,6.48809,200821978.22539,-9.21070,0.14157,3.33250,6.46563,4.88978,-8.44957,-2.59873,9329569718.54218,0.39230,9329569718.54000,,2024-07-17T14:12:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
14,1975,Chainlink,LINK,chainlink,1817,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",nan,608099970.45279,1000000000.00000,False,nan,15,nan,nan,,2024-07-17T14:11:00.000Z,14.34520,335345196.86080,-14.83050,-0.31170,2.28659,11.57815,0.49843,-11.81998,7.37286,8723315054.74982,0.36510,14345198945.26000,,2024-07-17T14:11:00.000Z,1027.00000,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-17 15:13:04.527972
15,1831,Bitcoin Cash,BCH,bitcoin-cash,904,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.00000,19734046.87500,19734046.87500,False,nan,16,nan,nan,,2024-07-17T14:11:00.000Z,380.37029,355173945.15988,-3.21720,-0.40512,0.21343,12.70693,-8.34146,-20.11186,-20.58423,7506245226.90827,0.31420,7987776190.23000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
16,6535,NEAR Protocol,NEAR,near-protocol,426,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",nan,1102750969.00000,1200876830.00000,False,nan,17,nan,nan,,2024-07-17T14:12:00.000Z,6.15610,405659830.26453,-18.26510,0.50507,0.83752,33.37573,17.21030,-22.32568,8.09303,6788643448.98082,0.28550,7392715902.49000,,2024-07-17T14:12:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
17,3890,Polygon,MATIC,polygon,1416,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",nan,9897683258.61915,10000000000.00000,False,nan,18,nan,nan,,2024-07-17T14:11:00.000Z,0.55258,253766675.67468,-11.61200,-0.05537,4.06313,8.84503,-7.34410,-22.22134,-18.29504,5469284449.25648,0.22910,5525822868.19000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
18,2,Litecoin,LTC,litecoin,1209,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.00000,74760174.85750,84000000.00000,False,nan,19,nan,nan,,2024-07-17T14:12:00.000Z,72.94549,317319857.23020,-18.56160,0.06469,0.53192,9.92933,-5.66135,-12.88708,-10.12619,5453417424.33203,0.22850,6127420976.70000,,2024-07-17T14:12:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:04.527972
19,3957,UNUS SED LEO,LEO,unus-sed-leo,48,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",nan,925969189.90000,985239504.00000,False,nan,20,nan,nan,,2024-07-17T14:11:00.000Z,5.85923,830610.85349,36.56670,0.21772,0.42196,0.90396,2.33930,-0.67657,0.00774,5425465512.37603,0.22710,5772743854.43000,,2024-07-17T14:11:00.000Z,1027.00000,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-07-17 15:13:04.527972
0,1,Bitcoin,BTC,bitcoin,11605,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.00000,19726928.00000,19726928.00000,False,nan,1,nan,nan,,2024-07-17T14:12:00.000Z,64841.74436,37081488287.79646,-9.45020,-0.06564,2.31775,12.50501,-0.72107,-3.10276,2.52803,1279128422478.38159,53.78700,1361676631660.34009,,2024-07-17T14:12:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
1,1027,Ethereum,ETH,ethereum,9144,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",nan,120221218.02997,120221218.02997,True,nan,2,nan,nan,,2024-07-17T14:11:00.000Z,3455.25263,18940382472.23466,-5.78000,-0.19820,1.89292,11.04786,-1.41064,11.03136,12.87273,415394680001.60144,17.38740,415394680001.59998,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
2,825,Tether USDt,USDT,tether,91773,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",nan,113224555138.64410,117072162581.78760,True,nan,3,nan,nan,,2024-07-17T14:11:00.000Z,1.00036,69432966584.88397,-7.36100,0.01909,-0.00674,0.05591,0.11196,-0.00132,-0.00562,113265724976.56860,4.74100,117114731457.00000,,2024-07-17T14:11:00.000Z,1027.00000,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-17 15:13:39.177717
3,1839,BNB,BNB,bnb,2192,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",nan,147582062.24479,147582062.24479,False,nan,4,nan,nan,,2024-07-17T14:11:00.000Z,575.80927,1856852377.21649,-8.93980,-0.27857,1.64678,9.48681,-3.92135,-0.01100,5.25408,84979118974.97040,3.55700,84979118974.97000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
4,5426,Solana,SOL,solana,705,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",nan,464175099.16721,580286616.57409,True,nan,5,nan,nan,,2024-07-17T14:11:00.000Z,160.83768,2604268667.63677,-9.25120,-0.14992,3.74622,13.20090,12.44271,-7.37402,18.96229,74656844548.66637,3.12490,93331951250.66000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
5,52,XRP,XRP,xrp,1354,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.00000,55805339473.00000,99987452475.00000,False,nan,6,nan,nan,,2024-07-17T14:12:00.000Z,0.61500,3841070623.30540,52.76110,-2.46888,8.44732,41.05954,21.73052,18.20782,23.75093,34320029353.66552,1.44310,61499544089.81000,,2024-07-17T14:12:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
6,3408,USDC,USDC,usd-coin,21020,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",nan,33880577688.29899,33880577688.29899,False,nan,7,nan,nan,,2024-07-17T14:11:00.000Z,1.00013,7206333081.56820,-9.61120,0.01637,0.02076,0.00872,0.00634,0.01257,0.00002,33884919613.51403,1.41970,33884919613.51000,,2024-07-17T14:11:00.000Z,1027.00000,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-17 15:13:39.177717
7,11419,Toncoin,TON,toncoin,462,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",nan,2512034243.35440,5109107452.76739,True,nan,8,3414166606.00000,24743649163.10019,,2024-07-17T14:11:00.000Z,7.24735,250402809.25726,-13.76090,0.20986,-0.86426,-0.65260,-7.19949,12.78960,17.13220,18205583141.14534,0.76200,37027473154.27000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
8,74,Dogecoin,DOGE,dogecoin,1025,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",nan,145153296383.70520,145153296383.70520,True,nan,9,nan,nan,,2024-07-17T14:12:00.000Z,0.12491,815890903.63131,-22.90180,-0.34498,2.65974,14.64740,-6.02850,-17.97890,-16.04447,18131802532.77556,0.76240,18131802532.78000,,2024-07-17T14:12:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
9,2010,Cardano,ADA,cardano,1213,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.00000,35886700198.85200,37048613783.37100,False,nan,10,nan,nan,,2024-07-17T14:11:00.000Z,0.45365,424869372.02155,-13.90500,0.95033,4.28039,18.36294,12.56699,-5.01834,1.01206,16280002804.31042,0.68140,20414251578.85000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
10,1958,TRON,TRX,tron,1001,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",nan,87106728018.40671,87106810473.25589,True,nan,11,71659659264.00000,9642917064.74969,,2024-07-17T14:11:00.000Z,0.13457,308597385.88669,-31.24300,-0.01352,0.64826,3.05901,15.05033,8.97552,24.39713,11721559419.76660,0.49060,11721570515.34000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
11,5994,Shiba Inu,SHIB,shiba-inu,846,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",nan,589270743113993.75000,589519212467867.37500,False,nan,12,nan,nan,,2024-07-17T14:11:00.000Z,0.00002,465140989.40224,-36.34540,-0.62484,1.82730,16.34758,-2.84111,-21.81694,-14.35065,11307409541.55220,0.47330,11312177374.97000,,2024-07-17T14:11:00.000Z,1027.00000,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-17 15:13:39.177717
12,5805,Avalanche,AVAX,avalanche,752,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.00000,394688311.02843,444034681.02843,False,nan,13,nan,nan,,2024-07-17T14:11:00.000Z,28.23442,445634046.23529,5.50580,-0.09840,3.58370,7.23023,-0.71375,-24.03812,-18.36483,11143797117.06932,0.46650,20208752801.81000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
13,6636,Polkadot,DOT,polkadot-new,793,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",nan,1437953431.36815,1437953431.36815,True,nan,14,1469841794.96317,9536464256.90482,,2024-07-17T14:12:00.000Z,6.48809,200821978.22539,-9.21070,0.14157,3.33250,6.46563,4.88978,-8.44957,-2.59873,9329569718.54218,0.39230,9329569718.54000,,2024-07-17T14:12:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
14,1975,Chainlink,LINK,chainlink,1817,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",nan,608099970.45279,1000000000.00000,False,nan,15,nan,nan,,2024-07-17T14:11:00.000Z,14.34520,335345196.86080,-14.83050,-0.31170,2.28659,11.57815,0.49843,-11.81998,7.37286,8723315054.74982,0.36510,14345198945.26000,,2024-07-17T14:11:00.000Z,1027.00000,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-17 15:13:39.177717
15,1831,Bitcoin Cash,BCH,bitcoin-cash,904,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.00000,19734046.87500,19734046.87500,False,nan,16,nan,nan,,2024-07-17T14:11:00.000Z,380.37029,355173945.15988,-3.21720,-0.40512,0.21343,12.70693,-8.34146,-20.11186,-20.58423,7506245226.90827,0.31420,7987776190.23000,,2024-07-17T14:11:00.000Z,nan,nan,nan,nan,nan,2024-07-17 15:13:39.177717
